"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"279","102052_at","Abhd5","67469","abhydrolase domain containing 5",0.107566927252689,4.7457249701271,1.05882706468847,0.300157008307395,0.476397994220928,-7.16765357957345
"280","102056_f_at","Faap20","67513","Fanconi anemia core complex associated protein 20",0.269561973060947,6.77446139481531,2.2733162760941,0.0321854699174117,0.0985029290299409,-5.30374272876039
"281","102062_at","Smarcc1","20588","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",0.253955288597868,7.78211442960933,2.6873156916598,0.012837527299217,0.0524786351037687,-4.45438310570656
"282","102069_at","Mtf2","17765","metal response element binding transcription factor 2",0.160985604891513,7.0597782147357,1.18562447635025,0.247308396295314,0.421288412476786,-7.02710843378607
"283","102070_at","Col9a3","12841","collagen, type IX, alpha 3",-0.0540314433404792,7.27525191833366,-0.661237151401178,0.514721193169335,0.677588887939807,-7.51198059517761
"284","102085_at","Insm1","53626","insulinoma-associated 1",-0.144093771224149,8.00084329490914,-1.52491590092769,0.140273160144206,0.278752873492048,-6.58342564401893
"285","102151_at","Adrb1","11554","adrenergic receptor, beta 1",2.14187227058344,7.43995288240026,21.9183174138597,1.9025663701674e-17,5.17498052685533e-15,30.0195450403257
"286","102193_at","Eri2","71151","exoribonuclease 2",0.0533970416435237,6.75977066680104,0.615300123185241,0.544113095938031,0.70198495237038,-7.54195086749955
"287","102221_at","Syngr1","20972","synaptogyrin 1",-0.0409971317133904,7.42598785167472,-0.442656992302401,0.661954213223882,0.790321480539177,-7.63576252326437
"288","102225_at","Rabgap1l","29809","RAB GTPase activating protein 1-like",-0.275372580210353,5.64470113043272,-3.19968637594905,0.00382478955202675,0.020499364692636,-3.30295531028882
"289","102235_at","Mycl","16918","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived",0.279724593475174,7.56846254106844,3.28948587971222,0.00307377942670086,0.0172700985155875,-3.09222817014386
"290","102238_at","Ascl1","17172","achaete-scute family bHLH transcription factor 1",0.00886550013713983,6.33286366327504,0.0740630241392611,0.941570432550678,0.972404964988265,-7.7343401339945
"291","102248_f_at","Cask","12361","calcium/calmodulin-dependent serine protein kinase (MAGUK family)",0.145187156699512,7.7959273098516,1.86099893604652,0.0749647710197901,0.176990690301354,-6.05534075935893
"292","102255_at","Osmr","18414","oncostatin M receptor",-0.0416723968213191,4.10042633097054,-0.32543006843422,0.747658991406653,0.846905760177448,-7.6822687086817
"293","102283_at","Tiam1","21844","T cell lymphoma invasion and metastasis 1",-0.00251077908818864,6.10294292457775,-0.0367110203192013,0.971017262273861,0.981398751318951,-7.73649031043533
"294","102292_at","Gadd45a","13197","growth arrest and DNA-damage-inducible 45 alpha",-1.12436626252421,7.42748470180752,-11.9867993247007,1.17925893615513e-11,5.70237210016350e-10,16.5001409012615
"295","102299_at","Prkca","18750","protein kinase C, alpha",-0.0543122971762129,6.63855554417914,-0.716601123391301,0.480495094512657,0.651074119865289,-7.47310061769086
"296","102307_at","Dcx","13193","doublecortin",0.180971587235468,6.94284646502217,2.05791317670173,0.0505492757284498,0.134798068609199,-5.70949419084344
"297","102309_at","Zfp326","54367","zinc finger protein 326",0.182900562098381,5.91501708681714,1.7982575738405,0.0846523485474317,0.192279238454292,-6.16010584404723
"298","102318_at","St8sia4","20452","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",0.17006529659947,4.40607405817337,1.69075747181541,0.103754089445627,0.223312461556562,-6.33316643455606
"299","102321_at","Adcy6","11512","adenylate cyclase 6",-0.57188590210793,7.9730764700171,-6.24100565308955,1.83971747797267e-06,2.85944659433466e-05,4.30168203865867
"300","102323_at","Hap1","15114","huntingtin-associated protein 1",0.082411725701153,8.60689220981919,0.979772314794885,0.336914570613274,0.514113678579583,-7.24794809605662
"301","102335_at","Kcnk1","16525","potassium channel, subfamily K, member 1",-0.0833027679561482,6.8835996504367,-0.970764590446479,0.341290745878982,0.518184996016625,-7.25673307224889
"302","102340_at","Riox2","67014","ribosomal oxygenase 2",0.304968939111973,4.05585792755748,3.70999232354401,0.0010845577901721,0.00744478785935169,-2.07896054591966
"303","102342_at","Nsf","18195","N-ethylmaleimide sensitive fusion protein",-0.125078472496151,8.7836017308897,-0.71825352455749,0.479494200423133,0.650891690655482,-7.47189411280456
"304","102346_at","Ercc3","13872","excision repair cross-complementing rodent repair deficiency, complementation group 3",0.249564226377368,6.19637686398449,2.55768558700699,0.0172316741844638,0.0657826719743742,-4.72924307967329
"305","102348_at","Gm4354","100043316","predicted gene 4354",-0.420092312817673,7.17041488447529,-3.04126775668012,0.00560119266204227,0.0274508901635225,-3.66881593226735
"306","102352_at","Galnt10","171212","polypeptide N-acetylgalactosaminyltransferase 10",-0.387560885718974,6.78879520660439,-5.63513761099254,8.23292023710048e-06,0.000109236795341041,2.78634518601665
"307","102354_at","Tcf19","106795","transcription factor 19",0.450417366717676,6.28934472192004,4.96031598260686,4.5245997237917e-05,0.000468834714236701,1.07261141213276
"308","102360_at","Mthfr","17769","methylenetetrahydrofolate reductase",0.452269702480505,6.0359969919418,3.27930031083701,0.00315119446873845,0.0175370822608053,-3.11624360778247
"309","102362_i_at","Junb","16477","jun B proto-oncogene",0.174846016327685,6.21398723694025,1.85969442582595,0.0751559732713468,0.176990690301354,-6.05754654577695
"310","102364_at","Jund","16478","jun D proto-oncogene",0.353728781370137,10.8946463079585,4.33466653323886,0.000222997979308192,0.00194876948985793,-0.518794724156264
"311","102370_at","Hsd17b11","114664","hydroxysteroid (17-beta) dehydrogenase 11",0.163570400399251,6.01510017188097,1.54039483846281,0.136469010707253,0.272463404125557,-6.56095589813604
"312","102371_at","Nr4a1","15370","nuclear receptor subfamily 4, group A, member 1",-0.0235363473716941,6.79953943224882,-0.154114886109304,0.878800114799871,0.93509488987996,-7.72485233564243
"313","102372_at","Jchain","16069","immunoglobulin joining chain",-0.268148705720368,5.96683831298683,-3.44407405214162,0.00210244740918829,0.012568476819763,-2.72442032973259
"314","102374_at","Rcan3","53902","regulator of calcineurin 3",-0.203364591161709,8.07809770591424,-2.40860316500115,0.0240011279351083,0.0813301515253746,-5.03558215342479
"315","102376_r_at","Pcp2","18545","Purkinje cell protein 2 (L7)",0.349003953812318,9.27056855410162,4.13581666752483,0.000369923441522739,0.00302614063441158,-1.02032392506557
"316","102384_at","Smarca2","67155","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",0.122521096562689,5.05000319027982,0.543378960866966,0.591850955624013,0.739104199221615,-7.58466525839758
"317","102389_s_at","Gap43","14432","growth associated protein 43",0.259644647926487,7.19582916608986,2.47744786823541,0.0206164107921398,0.0734227657670969,-4.89547326805523
"318","102393_at","Cryaa","12954","crystallin, alpha A",0.642882473097891,7.69171755958209,1.23690493685062,0.228018628327732,0.397615684167989,-6.96624931092177
"319","102395_at","Pmp22","18858","peripheral myelin protein 22",0.0993900892793249,6.73298165680325,0.831429987862121,0.413878107076078,0.590169568150423,-7.38296557727031
"320","102399_at","Rbpms","19663","RNA binding protein gene with multiple splicing",0.151881475610136,6.91877905243246,2.09312442213466,0.0470190640914101,0.12773218909227,-5.64505132847264
"321","102403_at","Cdc45","12544","cell division cycle 45",0.144674930093758,6.42317210023418,2.172639871138,0.0398459298412095,0.113441834046461,-5.4967678971041
"322","102409_at","Lsm8","76522","LSM8 homolog, U6 small nuclear RNA associated",0.109577216320136,7.82883800040636,1.1759978701986,0.251061368279684,0.423826067756195,-7.03827803791981
"323","102412_at","Nup107","103468","nucleoporin 107",-0.0689714229124734,7.45884920490484,-0.894980802093699,0.379633143123395,0.554567804075924,-7.32765515458381
"324","102413_at","Lmo1","109594","LIM domain only 1",-0.642650559822067,7.56872508402285,-8.85371997539792,4.75807936944258e-09,1.27821984048235e-07,10.3679750025366
"325","102425_at","Tle1","21885","transducin-like enhancer of split 1",0.510525755501025,5.79923894651007,5.06594440638047,3.45935752956345e-05,0.00036365033740725,1.34178762160035
"326","102431_at","Mapt","17762","microtubule-associated protein tau",0.106870927724493,10.3875267417239,1.15836161677927,0.258046220935231,0.430274771459819,-7.05853027591202
"327","102556_at","Adra2a","11551","adrenergic receptor, alpha 2a",-0.172290506892949,5.71160290500333,-1.95811331908618,0.0618683050515017,0.155490218778889,-5.88792644204506
"328","102558_at","H2bc21","319190","H2B clustered histone 21",1.01579799457792,6.07279539075847,6.67935682068966,6.37438296518808e-07,1.07524475443793e-05,5.376929677613
"329","102560_at","Cntn4","269784","contactin 4",-0.215507077072811,5.63010791053763,-2.63244809649918,0.0145508171576044,0.0577784272535534,-4.57164050819495
"330","102572_at","Rasgrf2","19418","RAS protein-specific guanine nucleotide-releasing factor 2",-0.112855544024472,3.69091428987124,-1.10504946081893,0.280028786473488,0.453233279640229,-7.11807893986475
"331","102577_at","Kcnab3","16499","potassium voltage-gated channel, shaker-related subfamily, beta member 3",0.0089465491531584,6.48610707152196,0.111890747864598,0.911835053795274,0.956218350389646,-7.73068556010494
"332","102599_at","Tpt1","22070","tumor protein, translationally-controlled 1",0.167879987844486,11.6473884950994,2.46267145834861,0.0213033080193726,0.0748885270600238,-4.92574517155648
"333","102612_at","Nrl","18185","neural retina leucine zipper gene",-1.46863908907389,6.12592048662263,-13.4875824526032,9.76184924151177e-13,6.24758351456753e-11,19.0436148345894
"334","102614_at","Prox1","19130","prospero homeobox 1",0.0408361570349758,6.18621242132368,0.4424355935335,0.662112159477444,0.790321480539177,-7.63586354911888
"335","102627_at","Igf2bp1","140486","insulin-like growth factor 2 mRNA binding protein 1",-0.0244679785835604,4.87159394260854,-0.325906006961795,0.747303308096154,0.846905760177448,-7.68210829823987
"336","102632_at","Aspm","12316","abnormal spindle microtubule assembly",0.130724261277599,5.04361917210964,1.04244388455912,0.307531963348945,0.483518462606434,-7.18476205860668
"337","102650_at","Rgs11","50782","regulator of G-protein signaling 11",-0.164245817330248,7.76449100145774,-1.36160622768837,0.185893601914298,0.34168049610964,-6.8088823283632
"338","102653_at","Ryr2","20191","ryanodine receptor 2, cardiac",0.0676544158384367,5.35037608808841,0.541153394405994,0.593360303666462,0.739104199221615,-7.58590462470375
"339","102659_at","Cln3","12752","ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",0.254024717482807,7.70485627115113,2.3010834558859,0.030322405668538,0.0948010843889922,-5.24950507370649
"340","102668_at","Ppara","19013","peroxisome proliferator activated receptor alpha",-0.562797282704556,6.21410979983101,-5.30477847679134,1.88919845703334e-05,0.000218707500338767,1.9495357703344
"341","102682_at","Epha8","13842","Eph receptor A8",1.43664477993088,6.97488527806604,16.3073871363799,1.54549584210971e-14,1.4012495635128e-12,23.2628072970918
"342","102687_at","Suv39h2","64707","suppressor of variegation 3-9 2",-0.620473412355213,4.01797294135333,-8.86735492155078,4.62326350349251e-09,1.25752767294996e-07,10.3973342829803
"343","102691_at","Zfp385a","29813","zinc finger protein 385A",-0.101214280495521,8.98343047825936,-1.00590406402777,0.324436982036216,0.502831106061828,-7.22203933442578
"344","102702_at","Cuedc1","103841","CUE domain containing 1",0.545164199108189,7.395911643831,4.61789485722614,0.000108280307568984,0.00101123583377729,0.200149256279485
"345","102704_at","Aqp4","11829","aquaporin 4",-0.728179590222187,5.72320937867482,-5.32698115023399,1.78619353707846e-05,0.000213263917704243,2.00593960826126
"346","102715_at","Nr2f1","13865","nuclear receptor subfamily 2, group F, member 1",0.453732721478206,5.48541180645051,3.31184456023814,0.00291024790376036,0.0166649985225856,-3.03941244262449
"347","102725_at","Kcnab1","16497","potassium voltage-gated channel, shaker-related subfamily, beta member 1",0.23922352769385,5.14023750446147,2.01437311436209,0.0552395165749798,0.1430966524609,-5.78811649083793
"348","102726_at","Tac1","21333","tachykinin 1",0.0738671640795552,5.5850537183305,0.708895328986788,0.485178605266457,0.654930921252984,-7.47869184432617
"349","102752_at","Cyfip1","20430","cytoplasmic FMR1 interacting protein 1",0.269406315033347,6.50971806106941,2.70028394429847,0.0124612420407306,0.0513554217436169,-4.42647753662125
"350","102772_at","Abl1","11350","c-abl oncogene 1, non-receptor tyrosine kinase",0.00298456973060279,8.06281926606612,0.0374659930922085,0.970421511317076,0.981398751318951,-7.73646120597259
"351","102773_at","Car8","12319","carbonic anhydrase 8",-0.610099729830059,6.01946481349385,-3.29013709233394,0.003068893039465,0.0172700985155875,-3.09069178444114
"352","102780_at","Srxn1","76650","sulfiredoxin 1 homolog (S. cerevisiae)",-0.12189044254532,6.45536554441158,-1.45577849609333,0.158334589391851,0.304629590200413,-6.68148799778201
"353","102787_at","Adgrg1","14766","adhesion G protein-coupled receptor G1",-0.152690825917435,5.46806693155418,-1.57504184042222,0.12826044133034,0.259381710348346,-6.50998840867344
"354","102792_at","Ung","22256","uracil DNA glycosylase",0.0632475667042804,5.98211711044298,0.582435219455873,0.565673531962135,0.71689318902132,-7.56210929656405
"355","102794_at","Cxcr4","12767","chemokine (C-X-C motif) receptor 4",0.0801365342863671,4.4289767239307,0.707947234153477,0.485756659367081,0.65523640141127,-7.47937576497126
"356","102796_at","Npm3","18150","nucleoplasmin 3",0.128070093591942,6.06756903479918,1.42078263493108,0.168166624809532,0.317924044818021,-6.72967158770262
"357","102797_at","Dhrs3","20148","dehydrogenase/reductase (SDR family) member 3",-0.711920805652563,5.85069342722289,-4.68530438778622,9.11731107121424e-05,0.000877843756237265,0.371755475427899
"358","102802_at","Il18","16173","interleukin 18",0.401567038578753,4.90974678990643,4.63825494668947,0.00010279943955831,0.000972572089038616,0.251966725073855
"359","102808_at","Scn1b","20266","sodium channel, voltage-gated, type I, beta",-0.0918559649487696,5.9782371774997,-0.899894751746537,0.377064437360097,0.551776876728696,-7.32321936229999
"360","102811_at","Ext1","14042","exostosin glycosyltransferase 1",-0.616030964709063,6.71540418413398,-8.1859668470502,2.00369611976535e-08,4.89892444562855e-07,8.90012981861028
"361","102817_at","Zrsr1","22183","zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1",0.0391403387443683,6.9423311442188,0.50984959879868,0.614785957910442,0.753251263746128,-7.60281028382906
"362","102819_at","Nap1l2","17954","nucleosome assembly protein 1-like 2",0.0852078492874817,5.82064970374884,1.03965167086922,0.308801506656303,0.484813909440199,-7.18765358572319
"363","102829_s_at","Map2k6","26399","mitogen-activated protein kinase kinase 6",0.298976016434953,5.0820889617372,2.60179105017374,0.0155991454210649,0.061159892677905,-4.63657552227958
"364","102833_at","Cbx2","12416","chromobox 2",0.0772637268288818,6.99894148053246,0.839037784349543,0.409678778285718,0.586873615240107,-7.37654629093612
"365","102835_at","Ap2a2","11772","adaptor-related protein complex 2, alpha 2 subunit",-0.624566859417202,7.63041476812904,-8.78958026649096,5.44872751422034e-09,1.44590622816384e-07,10.2295385080426
"366","102850_at","Tnk2","51789","tyrosine kinase, non-receptor, 2",0.155067095401833,8.37907069193033,1.87250006841626,0.0732972422683638,0.174898895585383,-6.0358435598252
"367","102852_at","Cdh2","12558","cadherin 2",0.189637026902064,7.97284444199566,0.997287611958347,0.328515443074338,0.506223549354802,-7.23065166817407
"368","102853_at","Smc3","13006","structural maintenance of chromosomes 3",0.105381227235544,7.57553731225596,0.754924885533339,0.457595214285776,0.629640126123579,-7.44443471783799
"369","102859_at","Reep1","52250","receptor accessory protein 1",0.0294126636483085,8.22883551595853,0.292165030577896,0.772656262351131,0.863090362872721,-7.69290415339116
"370","102863_at","Zkscan1","74570","zinc finger with KRAB and SCAN domains 1",0.318085113085167,7.54436639798783,2.91959277140446,0.00747785598166396,0.0345473771042479,-3.94418047284174
"371","102880_at","Bbs9","319845","Bardet-Biedl syndrome 9 (human)",-0.740439540879734,7.70471498630096,-10.1344768901344,3.55004627856145e-10,1.24595172615318e-08,13.020380671547
"372","102890_at","Snta1","20648","syntrophin, acidic 1",-1.47341568231891,7.6416601553891,-17.4668595895307,3.33425348416328e-15,3.81859767449436e-13,24.8176518214827
"373","102892_at","Kcnab2","16498","potassium voltage-gated channel, shaker-related subfamily, beta member 2",-0.0932144749502255,7.21516971102667,-0.911725324639737,0.370927010739138,0.544860353962677,-7.31244689077158
"374","102900_at","Six3","20473","sine oculis-related homeobox 3",0.244471495287128,6.74566180199073,2.33210335590956,0.0283578939097061,0.0906846749672891,-5.18841731889816
"375","102902_at","Lhx3","16871","LIM homeobox protein 3",0.375382468864532,6.43945685593114,3.38382023128085,0.00243910719698346,0.0142674657543978,-2.868498817715
"376","102911_at","Brca2","12190","breast cancer 2, early onset",0.0824658437502697,5.80734687698943,0.883271860650318,0.385799824631192,0.56050030832541,-7.33813309273804
"377","102920_at","Ttc39b","69863","tetratricopeptide repeat domain 39B",-0.0052604029388359,4.67031221320746,-0.0598288059035304,0.952784442526026,0.977202253814333,-7.73533048642556
"378","102922_at","Pitpnc1","71795","phosphatidylinositol transfer protein, cytoplasmic 1",0.189312057697003,7.44112636703543,2.251434834937,0.0337264132431123,0.101646364566499,-5.34618349048845
"379","102923_at","Pnoc","18155","prepronociceptin",0.122062701961016,5.63451557304418,1.15273167882904,0.260305861799181,0.433047060607812,-7.06493768367923
"380","102924_at","Dtx1","14357","deltex 1, E3 ubiquitin ligase",0.101306424067936,8.37599256047064,1.30419529725263,0.20446376663364,0.367172705572418,-6.88296189208054
"381","102934_s_at","Cdc25c","12532","cell division cycle 25C",0.033086767613014,5.93004492698889,0.294544314265842,0.77085960911295,0.861968401556927,-7.69218120900934
"382","102942_at","Specc1","432572","sperm antigen with calponin homology and coiled-coil domains 1",-0.0343475991020528,6.08908201243952,-0.401884270600221,0.691304594921962,0.813563438913028,-7.6535275312789
"383","102955_at","Nfil3","18030","nuclear factor, interleukin 3, regulated",-0.0491767141263413,6.05782960020628,-0.516954068445145,0.6098916419835,0.750815737397576,-7.59905987738211
"384","102963_at","E2f1","13555","E2F transcription factor 1",-0.0455132610952163,4.73994059925776,-0.429119802550587,0.671640828495988,0.798192486514074,-7.64184816245673
"385","102967_at","Gdap1","14545","ganglioside-induced differentiation-associated-protein 1",0.162054035464437,7.29946007629931,1.85577053417708,0.0757336513382294,0.177965902064781,-6.06417443881662
"386","102970_at","Psmc3ip","19183","proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein",0.0205233813031525,5.74270310248021,0.233072385676186,0.817669788565065,0.891407545048888,-7.70898896950713
"387","102976_at","Brca1","12189","breast cancer 1, early onset",-0.153893412496695,5.6515886238837,-1.54196448655441,0.136088018910426,0.272176037820851,-6.55866693530364
"388","102984_g_at","Smad1","17125","SMAD family member 1",0.278193692250729,7.68735573196935,2.52096769634384,0.0187107761528692,0.0687278535747224,-4.80569549181126
"389","102988_at","Inppl1","16332","inositol polyphosphate phosphatase-like 1",0.472772683200078,8.16781921835689,3.60862225798167,0.00139742349992613,0.00899643057940609,-2.3267252612183
"390","103002_at","B4galt1","14595","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",-0.324263362069097,8.08121809433783,-3.34815848985783,0.00266245956486565,0.0154082766307118,-2.95334854765383
"391","103015_at","Bcl6","12053","B cell leukemia/lymphoma 6",-0.130989788854564,5.39771966245676,-1.35556004821846,0.187784691500468,0.343666516993288,-6.81681330724877
"392","103017_at","Gpr137b-ps","664862","G protein-coupled receptor 137B, pseudogene",-0.62306451092071,6.47644558327029,-5.4716523472323,1.24058640229187e-05,0.00015425805779355,2.3729352691
"393","103020_s_at","Map3k1","26401","mitogen-activated protein kinase kinase kinase 1",0.0655780691575298,7.59819387650341,0.476518094676007,0.637989549944324,0.772546054913105,-7.61972681401798
"394","103031_g_at","Dnm1","13429","dynamin 1",-0.24135034800338,10.0228289523162,-2.73038753997,0.011627382014618,0.0489384589241949,-4.36142380634449
"395","103038_at","Guca1a","14913","guanylate cyclase activator 1a (retina)",2.51831997614195,9.27807404629935,12.1755623453203,8.51426604662102e-12,4.41120069463032e-10,16.8328687694033
"396","103048_at","Mycn","18109","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived",0.821253335344897,6.70527480674151,7.32913010325098,1.38262937430939e-07,2.83830331933701e-06,6.9311442892478
"397","103057_at","Pold1","18971","polymerase (DNA directed), delta 1, catalytic subunit",0.024213051349947,7.68079709658974,0.281368357538337,0.780825233555318,0.867760831571181,-7.69611154838737
"398","103061_at","Gad1","14415","glutamate decarboxylase 1",0.0467665230768777,8.26143103880753,0.419431909256374,0.678608952228107,0.805154351171407,-7.6460890726208
"399","103063_at","Zfp62","22720","zinc finger protein 62",-0.0659087785616244,5.7081091546776,-0.350792432726255,0.728786357839236,0.837296259059227,-7.67339704725448
"400","103064_at","Chek1","12649","checkpoint kinase 1",0.0927822712701709,3.90941329095182,1.12790498038626,0.27044394821566,0.444811815054631,-7.09285871892321
"401","103067_at","Rala","56044","v-ral simian leukemia viral oncogene A (ras related)",0.227705401745556,5.8418026439057,2.40809212345035,0.0240280671183375,0.0813301515253746,-5.0366132370771
"402","103070_at","Sirpa","19261","signal-regulatory protein alpha",-0.403468850244064,7.69178636431214,-4.55704499132652,0.000126466475107742,0.00116606377048495,0.0453674412811136
"403","103071_at","Topbp1","235559","topoisomerase (DNA) II binding protein 1",0.187562476117084,5.21003497781787,1.45990097972919,0.157207455538237,0.303265446144684,-6.67574719423216
"404","103078_at","Tmem150a","232086","transmembrane protein 150A",-0.0215646468366613,6.30264019555625,-0.199936910968181,0.84320434114576,0.909674093372917,-7.71643158088436
"405","103079_at","Arid2","77044","AT rich interactive domain 2 (ARID, RFX-like)",0.289835130426422,6.93608935606806,1.64469360149152,0.112991852752675,0.238366282848125,-6.40475565120581
"406","103082_at","Ammecr1l","225339","AMME chromosomal region gene 1-like",0.202432964594277,7.30134169482242,1.83624451458766,0.0786658667339856,0.182297045807404,-6.09699958859392
"407","103092_at","Trim37","68729","tripartite motif-containing 37",0.18207774259044,7.68851876117076,1.87391254054477,0.073094689878708,0.174898895585383,-6.03344289629537
"408","103094_at","Serf1","20365","small EDRK-rich factor 1",0.21706243253791,6.69284389221729,2.61611239606774,0.0151009246744657,0.0594206366937383,-4.60629406812449
"409","103198_at","Ifitm10","320802","interferon induced transmembrane protein 10",1.25638969500847,7.82318203639915,16.9214557276173,6.78378355825228e-15,6.70977864670771e-13,24.0980525590311
"410","103200_at","Ripor2","193385","RHO family interacting cell polarization regulator 2",0.128914357561637,5.74996326399135,1.37970536068407,0.180322050648071,0.333949518479869,-6.78496055975861
"411","103201_at","Ttk","22137","Ttk protein kinase",0.147495846831156,5.08718729639794,1.02267392599659,0.31660007034792,0.493850719051665,-7.2050823863686
"412","103203_f_at","E2f8","108961","E2F transcription factor 8",0.0493029546209369,3.5860834975892,0.461855360318794,0.648319548222603,0.780278394321009,-7.62681319316483
"413","103207_at","Pola1","18968","polymerase (DNA directed), alpha 1",0.197003271597813,5.8800625327317,1.58065323429342,0.126970147528644,0.257628154027376,-6.50164687068552
"414","103212_at","Cdca7l","217946","cell division cycle associated 7 like",-0.0289792628075265,6.35316178098922,-0.328249870688112,0.745552503448333,0.846754588347701,-7.6813149320114
"415","103217_at","Cflar","12633","CASP8 and FADD-like apoptosis regulator",0.0406216449652579,6.75438996956803,0.311866505209626,0.75781918090487,0.8551584291854,-7.68674246534357
"416","103222_at","Eps8","13860","epidermal growth factor receptor pathway substrate 8",0.164117533333334,4.4574629660533,1.17747602571253,0.250482372510287,0.423503995790509,-7.03656822856171
"417","103223_at","Prkce","18754","protein kinase C, epsilon",-0.224424271555475,5.34236657637152,-2.12995016873294,0.0435643324878539,0.120148583554961,-5.57684638960614
"418","103228_at","Mtmr7","54384","myotubularin related protein 7",-0.274550508424043,6.49172877679864,-2.96013556718805,0.00679425314752149,0.0321397714108843,-3.85300582940269
"419","103233_at","Hipk3","15259","homeodomain interacting protein kinase 3",-0.814115205144883,5.79722315604484,-5.20393060322888,2.43804468477643e-05,0.000276311730941328,1.69311472844431
"420","103234_at","Nefh","380684","neurofilament, heavy polypeptide",-0.391131608708012,6.49739337691574,-3.99927654853601,0.000523075928999218,0.00402195484629788,-1.36243400701721
"421","103235_at","Npy","109648","neuropeptide Y",-0.00300547230361126,8.1682912753767,-0.0250102569103771,0.980252344860889,0.987072414303321,-7.7368656419813
"422","103237_at","Mxd3","17121","Max dimerization protein 3",0.027291167076239,7.78975611919748,0.34031429009484,0.736562975966,0.840462000892509,-7.677142170884
"423","103241_at","Adcy2","210044","adenylate cyclase 2",0.981703755598204,8.65240982581128,11.0861587189982,5.88030091491764e-11,2.3264608710656e-09,14.8582722570543
"424","103253_at","Lin7b","22342","lin-7 homolog B (C. elegans)",0.10300687878777,6.03901533389154,0.906767654008595,0.373490871554358,0.547004553005075,-7.31697715499739
"425","103254_at","Trafd1","231712","TRAF type zinc finger domain containing 1",-0.219621423841964,8.85799936954551,-2.3331166985167,0.0282957279921288,0.0906846749672891,-5.18641299399468
"426","103255_at","Traf5","22033","TNF receptor-associated factor 5",-0.0650823944124612,6.88515999114223,-0.936396429179854,0.358341543634684,0.534003684152238,-7.28956046475489
"427","103257_at","Tmem56","99887","transmembrane protein 56",-0.320939117330653,3.87405676584945,-3.00435651901691,0.00611675278547788,0.0292528660685711,-3.75289437701283
"428","103264_at","Mtmr1","53332","myotubularin related protein 1",0.00480926974550044,6.11083426925747,0.0477967043738868,0.962271433272948,0.978451402153882,-7.73600344390116
"429","103270_at","Gtse1","29870","G two S phase expressed protein 1",-0.0643412989429502,6.82938566033238,-0.863852188063677,0.396169992014001,0.572420918076007,-7.35522570284715
"430","103275_at","Atp6v0a1","11975","ATPase, H+ transporting, lysosomal V0 subunit A1",0.178357406841791,7.4364261923868,1.08731843056645,0.287631881604857,0.462018124561471,-7.13732298468234
"431","103286_at","Stam2","56324","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2",-0.218367551638776,6.75538562794974,-1.34006618103937,0.192699662468779,0.349720154739002,-6.83699867108093
"432","103294_at","Rgs5","19737","regulator of G-protein signaling 5",-0.542615617425235,5.33775367925468,-6.20076432608723,2.02992094917682e-06,3.13270069887146e-05,4.20200463850238
"433","103301_i_at","Sox3","20675","SRY (sex determining region Y)-box 3",0.0967704595803323,5.78040692953464,0.781010476923925,0.442387232200522,0.616678166091183,-7.42410863213786
"434","103308_at","Mis18bp1","217653","MIS18 binding protein 1",0.09639899101842,3.88893300046324,1.13723072778566,0.266602469869594,0.440893205387887,-7.08243463750962
"435","103314_at","Parp8","52552","poly (ADP-ribose) polymerase family, member 8",0.318905928660047,5.79548509339836,2.25224781715327,0.0336679821439701,0.101613933960053,-5.34461142489262
"436","103316_at","Camsap1","227634","calmodulin regulated spectrin-associated protein 1",-0.33910035019978,7.9608645009355,-3.6468635022023,0.00127018634644687,0.0084523715286495,-2.23348790615728
"437","103318_at","Gabpb1","14391","GA repeat binding protein, beta 1",-0.111686648995634,6.87253917511332,-1.45857375943904,0.157569625085627,0.303694866418357,-6.67759691187989
"438","103326_at","Tbcel","272589","tubulin folding cofactor E-like",-0.0238507681353806,7.01631132881025,-0.40838527113942,0.686590131912236,0.811085845299145,-7.65080830448532
"439","103341_at","Ctps","51797","cytidine 5'-triphosphate synthase",0.204803894057855,8.60820755922706,2.94069753517917,0.00711421143546554,0.0332200087630322,-3.89679299723818
"440","103342_at","Eed","13626","embryonic ectoderm development",-0.331147790236492,6.58630566072642,-2.90893062030804,0.00766823581132235,0.0351285918430262,-3.9680588410402
"441","103343_at","Fam110a","73847","family with sequence similarity 110, member A",-0.172805367063446,7.0152811742907,-1.8440578893082,0.0774809495890062,0.180762352898896,-6.08389589057129
"442","103345_at","Sptan1","20740","spectrin alpha, non-erythrocytic 1",0.146875946641071,8.87112480390211,1.64779695052995,0.112348533188026,0.237580571639596,-6.39998203827651
